Owner,League,Year,Week,Player_ID,Player,Position,NFL,Fantasy,Points,Opponent,Age,Source_Week
drjkay,Borehamwood (2025),2025,10,11647,Kimani Vidal,RB,LAC,RB,17.30,saulgoat,23,10
drjkay,Borehamwood (2025),2025,10,12489,RJ Harvey,RB,DEN,BN,2.80,saulgoat,24,10
drjkay,Borehamwood (2025),2025,10,12507,Omarion Hampton,RB,LAC,BN,0.00,saulgoat,22,10
drjkay,Borehamwood (2025),2025,10,12512,Quinshon Judkins,RB,CLE,RB,9.50,saulgoat,21,10
drjkay,Borehamwood (2025),2025,10,12514,Emeka Egbuka,WR,TB,WR,20.50,saulgoat,22,10
drjkay,Borehamwood (2025),2025,10,12526,Tetairoa McMillan,WR,CAR,FLEX,8.50,saulgoat,22,10
drjkay,Borehamwood (2025),2025,10,12533,Jacory Croskey-Merritt,RB,WAS,BN,3.00,saulgoat,24,10
drjkay,Borehamwood (2025),2025,10,1479,Keenan Allen,WR,,BN,2.90,saulgoat,33,10
drjkay,Borehamwood (2025),2025,10,2020,Cairo Santos,K,CHI,K,6.00,saulgoat,33,10
drjkay,Borehamwood (2025),2025,10,3294,Dak Prescott,QB,DAL,BN,0.00,saulgoat,31,10
drjkay,Borehamwood (2025),2025,10,4098,Kareem Hunt,RB,KC,BN,0.00,saulgoat,29,10
drjkay,Borehamwood (2025),2025,10,4217,George Kittle,TE,SF,TE,18.90,saulgoat,31,10
drjkay,Borehamwood (2025),2025,10,6806,J.K. Dobbins,RB,DEN,BN,8.90,saulgoat,26,10
drjkay,Borehamwood (2025),2025,10,6819,Michael Pittman,WR,IND,WR,2.90,saulgoat,27,10
drjkay,Borehamwood (2025),2025,10,8137,George Pickens,WR,DAL,BN,0.00,saulgoat,24,10
drjkay,Borehamwood (2025),2025,10,9493,Puka Nacua,WR,LAR,WR,14.90,saulgoat,24,10
drjkay,Borehamwood (2025),2025,10,SEA,Seattle Seahawks,DEF,SEA,DEF,21.00,saulgoat,0,10
AlastairL,Borehamwood (2025),2025,10,11533,Brandon Aubrey,K,DAL,BN,0.00,dpol,30,10
AlastairL,Borehamwood (2025),2025,10,11564,Drake Maye,QB,NE,QB,22.10,dpol,22,10
AlastairL,Borehamwood (2025),2025,10,11604,Brock Bowers,TE,LV,TE,3.20,dpol,22,10
AlastairL,Borehamwood (2025),2025,10,11638,Ricky Pearsall,WR,SF,BN,0.00,dpol,24,10
AlastairL,Borehamwood (2025),2025,10,11786,Cam Little,K,JAX,K,13.80,dpol,21,10
AlastairL,Borehamwood (2025),2025,10,2449,Stefon Diggs,WR,NE,WR,13.10,dpol,31,10
AlastairL,Borehamwood (2025),2025,10,4034,Christian McCaffrey,RB,SF,RB,13.60,dpol,28,10
AlastairL,Borehamwood (2025),2025,10,5022,Dallas Goedert,TE,PHI,BN,6.30,dpol,30,10
AlastairL,Borehamwood (2025),2025,10,6790,D'Andre Swift,RB,CHI,FLEX,12.30,dpol,26,10
AlastairL,Borehamwood (2025),2025,10,7547,Amon-Ra St. Brown,WR,DET,WR,14.30,dpol,25,10
AlastairL,Borehamwood (2025),2025,10,8148,Jameson Williams,WR,DET,WR,20.90,dpol,24,10
AlastairL,Borehamwood (2025),2025,10,8150,Kyren Williams,RB,LAR,RB,21.40,dpol,24,10
AlastairL,Borehamwood (2025),2025,10,8151,Kenneth Walker,RB,SEA,BN,7.50,dpol,24,10
AlastairL,Borehamwood (2025),2025,10,8154,Brian Robinson,RB,WAS,BN,11.00,dpol,26,10
AlastairL,Borehamwood (2025),2025,10,8676,Rashid Shaheed,WR,NO,BN,2.80,dpol,26,10
AlastairL,Borehamwood (2025),2025,10,DEN,Denver Broncos,DEF,DEN,DEF,14.00,dpol,0,10
AlastairL,Borehamwood (2025),2025,10,GB,Green Bay Packers,DEF,GB,BN,7.00,dpol,0,10
GSac,Borehamwood (2025),2025,10,11571,Isaiah Davis,RB,NYJ,BN,1.60,benjlev,23,10
GSac,Borehamwood (2025),2025,10,11620,Rome Odunze,WR,CHI,WR,17.60,benjlev,22,10
GSac,Borehamwood (2025),2025,10,12527,Ashton Jeanty,RB,LV,RB,13.80,benjlev,21,10
GSac,Borehamwood (2025),2025,10,12530,Travis Hunter,DB,JAX,BN,0.00,benjlev,22,10
GSac,Borehamwood (2025),2025,10,2133,Davante Adams,WR,LAR,WR,16.70,benjlev,32,10
GSac,Borehamwood (2025),2025,10,4037,Chris Godwin,WR,TB,BN,0.00,benjlev,29,10
GSac,Borehamwood (2025),2025,10,5189,Eddy Pineiro,K,,K,1.00,benjlev,29,10
GSac,Borehamwood (2025),2025,10,6813,Jonathan Taylor,RB,IND,RB,48.10,benjlev,26,10
GSac,Borehamwood (2025),2025,10,6904,Jalen Hurts,QB,PHI,QB,14.02,benjlev,26,10
GSac,Borehamwood (2025),2025,10,7002,Juwan Johnson,TE,NO,TE,17.20,benjlev,28,10
GSac,Borehamwood (2025),2025,10,7525,DeVonta Smith,WR,PHI,WR,14.90,benjlev,26,10
GSac,Borehamwood (2025),2025,10,7588,Javonte Williams,RB,DAL,BN,0.00,benjlev,25,10
GSac,Borehamwood (2025),2025,10,8110,Jake Ferguson,TE,DAL,BN,0.00,benjlev,26,10
GSac,Borehamwood (2025),2025,10,8126,Wan'Dale Robinson,WR,NYG,FLEX,9.20,benjlev,24,10
GSac,Borehamwood (2025),2025,10,8134,Khalil Shakir,WR,BUF,BN,9.30,benjlev,25,10
GSac,Borehamwood (2025),2025,10,9508,Tyjae Spears,RB,TEN,BN,0.00,benjlev,23,10
GSac,Borehamwood (2025),2025,10,CLE,Cleveland Browns,DEF,CLE,DEF,5.00,benjlev,0,10
sanfbe,Borehamwood (2025),2025,10,10444,Cedric Tillman,WR,CLE,BN,2.10,joshjr11,25,10
sanfbe,Borehamwood (2025),2025,10,10859,Sam LaPorta,TE,DET,TE,7.80,joshjr11,24,10
sanfbe,Borehamwood (2025),2025,10,11627,Troy Franklin,WR,DEN,WR,12.50,joshjr11,22,10
sanfbe,Borehamwood (2025),2025,10,12493,Oronde Gadsden,TE,LAC,BN,2.80,joshjr11,21,10
sanfbe,Borehamwood (2025),2025,10,12534,Kyle Monangai,RB,CHI,BN,8.80,joshjr11,22,10
sanfbe,Borehamwood (2025),2025,10,1945,Chris Boswell,K,PIT,K,6.90,joshjr11,34,10
sanfbe,Borehamwood (2025),2025,10,4984,Josh Allen,QB,BUF,QB,23.34,joshjr11,29,10
sanfbe,Borehamwood (2025),2025,10,5846,DK Metcalf,WR,PIT,BN,5.00,joshjr11,27,10
sanfbe,Borehamwood (2025),2025,10,5850,Josh Jacobs,RB,GB,RB,17.20,joshjr11,27,10
sanfbe,Borehamwood (2025),2025,10,5872,Deebo Samuel,WR,WAS,BN,10.90,joshjr11,29,10
sanfbe,Borehamwood (2025),2025,10,7021,Rico Dowdle,RB,CAR,FLEX,13.80,joshjr11,26,10
sanfbe,Borehamwood (2025),2025,10,7594,Chuba Hubbard,RB,CAR,BN,2.00,joshjr11,25,10
sanfbe,Borehamwood (2025),2025,10,8146,Garrett Wilson,WR,NYJ,WR,0.00,joshjr11,24,10
sanfbe,Borehamwood (2025),2025,10,9509,Bijan Robinson,RB,ATL,RB,9.80,joshjr11,23,10
sanfbe,Borehamwood (2025),2025,10,9753,Zach Charbonnet,RB,SEA,BN,14.30,joshjr11,24,10
sanfbe,Borehamwood (2025),2025,10,9997,Zay Flowers,WR,BAL,WR,10.10,joshjr11,24,10
sanfbe,Borehamwood (2025),2025,10,DET,Detroit Lions,DEF,DET,DEF,2.00,joshjr11,0,10
joshjr11,Borehamwood (2025),2025,11,10229,Rashee Rice,WR,KC,WR,6.80,dpol,25,11
joshjr11,Borehamwood (2025),2025,11,11631,Brian Thomas,WR,JAX,BN,0.00,dpol,22,11
joshjr11,Borehamwood (2025),2025,11,12474,Woody Marks,RB,HOU,BN,5.60,dpol,24,11
joshjr11,Borehamwood (2025),2025,11,4137,James Conner,RB,ARI,BN,0.00,dpol,30,11
joshjr11,Borehamwood (2025),2025,11,6770,Joe Burrow,QB,CIN,BN,0.00,dpol,28,11
joshjr11,Borehamwood (2025),2025,11,6794,Justin Jefferson,WR,MIN,WR,8.60,dpol,25,11
joshjr11,Borehamwood (2025),2025,11,6797,Justin Herbert,QB,LAC,QB,3.34,dpol,27,11
joshjr11,Borehamwood (2025),2025,11,7564,Ja'Marr Chase,WR,CIN,WR,4.50,dpol,25,11
joshjr11,Borehamwood (2025),2025,11,8112,Drake London,WR,ATL,FLEX,15.40,dpol,23,11
joshjr11,Borehamwood (2025),2025,11,8130,Trey McBride,TE,ARI,TE,22.50,dpol,25,11
joshjr11,Borehamwood (2025),2025,11,8132,Tyler Allgeier,RB,ATL,BN,8.60,dpol,25,11
joshjr11,Borehamwood (2025),2025,11,8142,Alec Pierce,WR,IND,BN,0.00,dpol,25,11
joshjr11,Borehamwood (2025),2025,11,8144,Chris Olave,WR,NO,BN,0.00,dpol,24,11
joshjr11,Borehamwood (2025),2025,11,8259,Cameron Dicker,K,LAC,K,8.70,dpol,25,11
joshjr11,Borehamwood (2025),2025,11,9224,Chase Brown,RB,CIN,RB,15.70,dpol,25,11
joshjr11,Borehamwood (2025),2025,11,9226,De'Von Achane,RB,MIA,RB,19.00,dpol,23,11
joshjr11,Borehamwood (2025),2025,11,9506,Sean Tucker,RB,TB,BN,33.00,dpol,23,11
joshjr11,Borehamwood (2025),2025,11,BAL,Baltimore Ravens,DEF,BAL,DEF,10.00,dpol,0,11
benjlev,Borehamwood (2025),2025,11,11628,Marvin Harrison,WR,ARI,BN,0.00,drjkay,22,11
benjlev,Borehamwood (2025),2025,11,11635,Ladd McConkey,WR,LAC,WR,2.80,drjkay,23,11
benjlev,Borehamwood (2025),2025,11,1466,Travis Kelce,TE,KC,TE,19.60,drjkay,35,11
benjlev,Borehamwood (2025),2025,11,2747,Jason Myers,K,SEA,K,15.70,drjkay,34,11
benjlev,Borehamwood (2025),2025,11,3198,Derrick Henry,RB,BAL,RB,19.20,drjkay,31,11
benjlev,Borehamwood (2025),2025,11,3321,Tyreek Hill,WR,MIA,BN,0.00,drjkay,31,11
benjlev,Borehamwood (2025),2025,11,4199,Aaron Jones,RB,MIN,BN,9.60,drjkay,30,11
benjlev,Borehamwood (2025),2025,11,4454,Kendrick Bourne,WR,NE,BN,0.00,drjkay,29,11
benjlev,Borehamwood (2025),2025,11,4866,Saquon Barkley,RB,PHI,RB,9.50,drjkay,28,11
benjlev,Borehamwood (2025),2025,11,4881,Lamar Jackson,QB,BAL,QB,4.72,drjkay,28,11
benjlev,Borehamwood (2025),2025,11,4892,Baker Mayfield,QB,TB,BN,18.82,drjkay,30,11
benjlev,Borehamwood (2025),2025,11,5012,Mark Andrews,TE,BAL,BN,14.20,drjkay,29,11
benjlev,Borehamwood (2025),2025,11,5892,David Montgomery,RB,DET,FLEX,4.20,drjkay,27,11
benjlev,Borehamwood (2025),2025,11,8121,Romeo Doubs,WR,GB,WR,7.30,drjkay,25,11
benjlev,Borehamwood (2025),2025,11,8155,Breece Hall,RB,NYJ,BN,7.40,drjkay,24,11
benjlev,Borehamwood (2025),2025,11,9756,Jordan Addison,WR,MIN,WR,9.00,drjkay,23,11
benjlev,Borehamwood (2025),2025,11,SF,San Francisco 49ers,DEF,SF,DEF,6.00,drjkay,0,11
dpol,Borehamwood (2025),2025,11,11655,Tyrone Tracy,RB,NYG,BN,15.90,joshjr11,25,11
dpol,Borehamwood (2025),2025,11,12481,Cam Skattebo,RB,NYG,BN,0.00,joshjr11,23,11
dpol,Borehamwood (2025),2025,11,4035,Alvin Kamara,RB,NO,BN,0.00,joshjr11,29,11
dpol,Borehamwood (2025),2025,11,4046,Patrick Mahomes,QB,KC,QB,15.34,joshjr11,29,11
dpol,Borehamwood (2025),2025,11,5859,A.J. Brown,WR,PHI,WR,8.40,joshjr11,27,11
dpol,Borehamwood (2025),2025,11,5947,Jakobi Meyers,WR,LV,BN,8.90,joshjr11,28,11
dpol,Borehamwood (2025),2025,11,6650,Chase McLaughlin,K,TB,K,8.00,joshjr11,29,11
dpol,Borehamwood (2025),2025,11,6786,CeeDee Lamb,WR,DAL,WR,15.10,joshjr11,26,11
dpol,Borehamwood (2025),2025,11,7049,Jauan Jennings,WR,SF,BN,7.40,joshjr11,27,11
dpol,Borehamwood (2025),2025,11,8111,Cade Otton,TE,TB,TE,3.80,joshjr11,26,11
dpol,Borehamwood (2025),2025,11,8138,James Cook,RB,BUF,RB,18.90,joshjr11,25,11
dpol,Borehamwood (2025),2025,11,8228,Jaylen Warren,RB,PIT,FLEX,7.70,joshjr11,26,11
dpol,Borehamwood (2025),2025,11,9221,Jahmyr Gibbs,RB,DET,RB,17.10,joshjr11,23,11
dpol,Borehamwood (2025),2025,11,9488,Jaxon Smith-Njigba,WR,SEA,WR,16.10,joshjr11,23,11
dpol,Borehamwood (2025),2025,11,9754,Quentin Johnston,WR,LAC,BN,0.00,joshjr11,23,11
dpol,Borehamwood (2025),2025,11,NE,New England Patriots,DEF,NE,DEF,6.00,joshjr11,0,11
dpol,Borehamwood (2025),2025,11,TB,Tampa Bay Buccaneers,DEF,TB,BN,2.00,joshjr11,0,11
saulgoat,Borehamwood (2025),2025,11,11539,Jake Bates,K,DET,K,4.40,GSac,26,11
saulgoat,Borehamwood (2025),2025,11,11566,Jayden Daniels,QB,WAS,BN,0.00,GSac,24,11
saulgoat,Borehamwood (2025),2025,11,11584,Bucky Irving,RB,TB,BN,0.00,GSac,22,11
saulgoat,Borehamwood (2025),2025,11,11589,Trey Benson,RB,ARI,BN,0.00,GSac,22,11
saulgoat,Borehamwood (2025),2025,11,11632,Malik Nabers,WR,NYG,BN,0.00,GSac,21,11
saulgoat,Borehamwood (2025),2025,11,12518,Tyler Warren,TE,IND,BN,0.00,GSac,23,11
saulgoat,Borehamwood (2025),2025,11,12529,TreVeyon Henderson,RB,NE,RB,29.80,GSac,22,11
saulgoat,Borehamwood (2025),2025,11,1339,Zach Ertz,TE,WAS,TE,6.20,GSac,34,11
saulgoat,Borehamwood (2025),2025,11,19,Joe Flacco,QB,CLE,QB,11.86,GSac,40,11
saulgoat,Borehamwood (2025),2025,11,5045,Courtland Sutton,WR,DEN,BN,7.90,GSac,29,11
saulgoat,Borehamwood (2025),2025,11,6801,Tee Higgins,WR,CIN,WR,13.80,GSac,26,11
saulgoat,Borehamwood (2025),2025,11,7526,Jaylen Waddle,WR,MIA,WR,6.70,GSac,26,11
saulgoat,Borehamwood (2025),2025,11,7543,Travis Etienne,RB,JAX,RB,19.30,GSac,26,11
saulgoat,Borehamwood (2025),2025,11,7569,Nico Collins,WR,HOU,WR,19.70,GSac,26,11
saulgoat,Borehamwood (2025),2025,11,8136,Rachaad White,RB,TB,FLEX,7.20,GSac,26,11
saulgoat,Borehamwood (2025),2025,11,8408,Jordan Mason,RB,MIN,BN,10.50,GSac,26,11
saulgoat,Borehamwood (2025),2025,11,9487,Parker Washington,WR,JAX,BN,3.00,GSac,23,11
saulgoat,Borehamwood (2025),2025,11,HOU,Houston Texans,DEF,HOU,DEF,10.00,GSac,0,11
drjkay,Borehamwood (2025),2025,11,11560,Caleb Williams,QB,CHI,BN,10.32,benjlev,23,11
drjkay,Borehamwood (2025),2025,11,11647,Kimani Vidal,RB,LAC,BN,2.20,benjlev,23,11
drjkay,Borehamwood (2025),2025,11,12489,RJ Harvey,RB,DEN,FLEX,6.50,benjlev,24,11
drjkay,Borehamwood (2025),2025,11,12507,Omarion Hampton,RB,LAC,BN,0.00,benjlev,22,11
drjkay,Borehamwood (2025),2025,11,12512,Quinshon Judkins,RB,CLE,RB,5.90,benjlev,21,11
drjkay,Borehamwood (2025),2025,11,12514,Emeka Egbuka,WR,TB,WR,6.50,benjlev,22,11
drjkay,Borehamwood (2025),2025,11,12526,Tetairoa McMillan,WR,CAR,BN,29.00,benjlev,22,11
drjkay,Borehamwood (2025),2025,11,12711,Tyler Loop,K,BAL,K,12.40,benjlev,,11
drjkay,Borehamwood (2025),2025,11,3294,Dak Prescott,QB,DAL,QB,32.32,benjlev,31,11
drjkay,Borehamwood (2025),2025,11,3451,Ka'imi Fairbairn,K,HOU,BN,0.00,benjlev,31,11
drjkay,Borehamwood (2025),2025,11,4098,Kareem Hunt,RB,KC,RB,12.70,benjlev,29,11
drjkay,Borehamwood (2025),2025,11,4217,George Kittle,TE,SF,TE,21.70,benjlev,31,11
drjkay,Borehamwood (2025),2025,11,6806,J.K. Dobbins,RB,DEN,BN,0.00,benjlev,26,11
drjkay,Borehamwood (2025),2025,11,6819,Michael Pittman,WR,IND,BN,0.00,benjlev,27,11
drjkay,Borehamwood (2025),2025,11,8137,George Pickens,WR,DAL,WR,24.90,benjlev,24,11
drjkay,Borehamwood (2025),2025,11,9493,Puka Nacua,WR,LAR,WR,10.80,benjlev,24,11
drjkay,Borehamwood (2025),2025,11,LAC,Los Angeles Chargers,DEF,LAC,DEF,-2.00,benjlev,0,11
drjkay,Borehamwood (2025),2025,11,SEA,Seattle Seahawks,DEF,SEA,BN,2.00,benjlev,0,11
AlastairL,Borehamwood (2025),2025,11,11533,Brandon Aubrey,K,DAL,K,9.00,sanfbe,30,11
AlastairL,Borehamwood (2025),2025,11,11564,Drake Maye,QB,NE,QB,17.44,sanfbe,22,11
AlastairL,Borehamwood (2025),2025,11,11604,Brock Bowers,TE,LV,TE,10.70,sanfbe,22,11
AlastairL,Borehamwood (2025),2025,11,11638,Ricky Pearsall,WR,SF,BN,0.50,sanfbe,24,11
AlastairL,Borehamwood (2025),2025,11,12485,Tez Johnson,WR,TB,BN,1.10,sanfbe,23,11
AlastairL,Borehamwood (2025),2025,11,2449,Stefon Diggs,WR,NE,WR,15.00,sanfbe,31,11
AlastairL,Borehamwood (2025),2025,11,4034,Christian McCaffrey,RB,SF,RB,32.60,sanfbe,28,11
AlastairL,Borehamwood (2025),2025,11,421,Matthew Stafford,QB,LAR,BN,17.20,sanfbe,37,11
AlastairL,Borehamwood (2025),2025,11,6790,D'Andre Swift,RB,CHI,RB,9.00,sanfbe,26,11
AlastairL,Borehamwood (2025),2025,11,7547,Amon-Ra St. Brown,WR,DET,WR,5.20,sanfbe,25,11
AlastairL,Borehamwood (2025),2025,11,8134,Khalil Shakir,WR,BUF,BN,0.20,sanfbe,25,11
AlastairL,Borehamwood (2025),2025,11,8148,Jameson Williams,WR,DET,WR,17.70,sanfbe,24,11
AlastairL,Borehamwood (2025),2025,11,8150,Kyren Williams,RB,LAR,FLEX,16.10,sanfbe,24,11
AlastairL,Borehamwood (2025),2025,11,8151,Kenneth Walker,RB,SEA,BN,18.60,sanfbe,24,11
AlastairL,Borehamwood (2025),2025,11,8154,Brian Robinson,RB,WAS,BN,2.40,sanfbe,26,11
AlastairL,Borehamwood (2025),2025,11,GB,Green Bay Packers,DEF,GB,DEF,8.00,sanfbe,0,11
GSac,Borehamwood (2025),2025,11,11620,Rome Odunze,WR,CHI,WR,5.10,saulgoat,22,11
GSac,Borehamwood (2025),2025,11,11786,Cam Little,K,JAX,K,5.00,saulgoat,21,11
GSac,Borehamwood (2025),2025,11,12527,Ashton Jeanty,RB,LV,RB,6.40,saulgoat,21,11
GSac,Borehamwood (2025),2025,11,12530,Travis Hunter,DB,JAX,BN,0.00,saulgoat,22,11
GSac,Borehamwood (2025),2025,11,2133,Davante Adams,WR,LAR,WR,6.60,saulgoat,32,11
GSac,Borehamwood (2025),2025,11,4037,Chris Godwin,WR,TB,BN,0.00,saulgoat,29,11
GSac,Borehamwood (2025),2025,11,6783,Jerry Jeudy,WR,CLE,BN,3.60,saulgoat,26,11
GSac,Borehamwood (2025),2025,11,6813,Jonathan Taylor,RB,IND,BN,0.00,saulgoat,26,11
GSac,Borehamwood (2025),2025,11,6904,Jalen Hurts,QB,PHI,QB,14.50,saulgoat,26,11
GSac,Borehamwood (2025),2025,11,7002,Juwan Johnson,TE,NO,BN,0.00,saulgoat,28,11
GSac,Borehamwood (2025),2025,11,7525,DeVonta Smith,WR,PHI,WR,1.30,saulgoat,26,11
GSac,Borehamwood (2025),2025,11,7588,Javonte Williams,RB,DAL,RB,9.80,saulgoat,25,11
GSac,Borehamwood (2025),2025,11,8110,Jake Ferguson,TE,DAL,TE,9.60,saulgoat,26,11
GSac,Borehamwood (2025),2025,11,8126,Wan'Dale Robinson,WR,NYG,FLEX,5.60,saulgoat,24,11
GSac,Borehamwood (2025),2025,11,8676,Rashid Shaheed,WR,NO,BN,3.90,saulgoat,26,11
GSac,Borehamwood (2025),2025,11,9504,Kayshon Boutte,WR,NE,BN,0.00,saulgoat,23,11
GSac,Borehamwood (2025),2025,11,9508,Tyjae Spears,RB,TEN,BN,5.90,saulgoat,23,11
GSac,Borehamwood (2025),2025,11,ATL,Atlanta Falcons,DEF,ATL,DEF,4.00,saulgoat,0,11
sanfbe,Borehamwood (2025),2025,11,10213,Tre Tucker,WR,LV,WR,12.70,AlastairL,24,11
sanfbe,Borehamwood (2025),2025,11,10859,Sam LaPorta,TE,DET,BN,0.00,AlastairL,24,11
sanfbe,Borehamwood (2025),2025,11,11627,Troy Franklin,WR,DEN,BN,10.40,AlastairL,22,11
sanfbe,Borehamwood (2025),2025,11,12493,Oronde Gadsden,TE,LAC,TE,5.10,AlastairL,21,11
sanfbe,Borehamwood (2025),2025,11,12534,Kyle Monangai,RB,CHI,BN,10.20,AlastairL,22,11
sanfbe,Borehamwood (2025),2025,11,1945,Chris Boswell,K,PIT,K,10.00,AlastairL,34,11
sanfbe,Borehamwood (2025),2025,11,4984,Josh Allen,QB,BUF,QB,48.68,AlastairL,29,11
sanfbe,Borehamwood (2025),2025,11,5022,Dallas Goedert,TE,PHI,BN,3.40,AlastairL,30,11
sanfbe,Borehamwood (2025),2025,11,5846,DK Metcalf,WR,PIT,WR,7.40,AlastairL,27,11
sanfbe,Borehamwood (2025),2025,11,5850,Josh Jacobs,RB,GB,RB,4.00,AlastairL,27,11
sanfbe,Borehamwood (2025),2025,11,5872,Deebo Samuel,WR,WAS,BN,17.20,AlastairL,29,11
sanfbe,Borehamwood (2025),2025,11,7021,Rico Dowdle,RB,CAR,FLEX,12.50,AlastairL,26,11
sanfbe,Borehamwood (2025),2025,11,8146,Garrett Wilson,WR,NYJ,BN,0.00,AlastairL,24,11
sanfbe,Borehamwood (2025),2025,11,8180,Jalen Nailor,WR,MIN,BN,2.10,AlastairL,26,11
sanfbe,Borehamwood (2025),2025,11,9509,Bijan Robinson,RB,ATL,RB,28.30,AlastairL,23,11
sanfbe,Borehamwood (2025),2025,11,9753,Zach Charbonnet,RB,SEA,BN,5.70,AlastairL,24,11
sanfbe,Borehamwood (2025),2025,11,9997,Zay Flowers,WR,BAL,WR,9.80,AlastairL,24,11
sanfbe,Borehamwood (2025),2025,11,PIT,Pittsburgh Steelers,DEF,PIT,DEF,22.00,AlastairL,0,11
joshjr11,Borehamwood (2025),2025,12,10229,Rashee Rice,WR,KC,WR,20.10,drjkay,25,12
joshjr11,Borehamwood (2025),2025,12,11631,Brian Thomas,WR,JAX,BN,0.00,drjkay,22,12
joshjr11,Borehamwood (2025),2025,12,12474,Woody Marks,RB,HOU,RB,7.40,drjkay,24,12
joshjr11,Borehamwood (2025),2025,12,12490,Bhayshul Tuten,RB,JAX,BN,1.70,drjkay,23,12
joshjr11,Borehamwood (2025),2025,12,12495,Ollie Gordon,RB,MIA,BN,0.00,drjkay,21,12
joshjr11,Borehamwood (2025),2025,12,3163,Jared Goff,QB,DET,QB,21.16,drjkay,30,12
joshjr11,Borehamwood (2025),2025,12,4137,James Conner,RB,ARI,BN,0.00,drjkay,30,12
joshjr11,Borehamwood (2025),2025,12,4195,Jake Elliott,K,PHI,K,3.00,drjkay,30,12
joshjr11,Borehamwood (2025),2025,12,6770,Joe Burrow,QB,CIN,BN,0.00,drjkay,28,12
joshjr11,Borehamwood (2025),2025,12,6794,Justin Jefferson,WR,MIN,WR,6.80,drjkay,25,12
joshjr11,Borehamwood (2025),2025,12,7564,Ja'Marr Chase,WR,CIN,BN,0.00,drjkay,25,12
joshjr11,Borehamwood (2025),2025,12,8112,Drake London,WR,ATL,BN,0.00,drjkay,23,12
joshjr11,Borehamwood (2025),2025,12,8130,Trey McBride,TE,ARI,TE,12.40,drjkay,25,12
joshjr11,Borehamwood (2025),2025,12,8142,Alec Pierce,WR,IND,BN,3.10,drjkay,25,12
joshjr11,Borehamwood (2025),2025,12,8144,Chris Olave,WR,NO,WR,11.50,drjkay,24,12
joshjr11,Borehamwood (2025),2025,12,9224,Chase Brown,RB,CIN,RB,14.00,drjkay,25,12
joshjr11,Borehamwood (2025),2025,12,9226,De'Von Achane,RB,MIA,BN,0.00,drjkay,23,12
joshjr11,Borehamwood (2025),2025,12,9506,Sean Tucker,RB,TB,FLEX,5.10,drjkay,23,12
joshjr11,Borehamwood (2025),2025,12,BAL,Baltimore Ravens,DEF,BAL,DEF,12.00,drjkay,0,12
benjlev,Borehamwood (2025),2025,12,11628,Marvin Harrison,WR,ARI,BN,0.00,dpol,22,12
benjlev,Borehamwood (2025),2025,12,11635,Ladd McConkey,WR,LAC,BN,0.00,dpol,23,12
benjlev,Borehamwood (2025),2025,12,12540,Chimere Dike,WR,TEN,WR,18.90,dpol,23,12
benjlev,Borehamwood (2025),2025,12,1466,Travis Kelce,TE,KC,TE,6.40,dpol,35,12
benjlev,Borehamwood (2025),2025,12,2747,Jason Myers,K,SEA,K,14.30,dpol,34,12
benjlev,Borehamwood (2025),2025,12,3198,Derrick Henry,RB,BAL,RB,21.80,dpol,31,12
benjlev,Borehamwood (2025),2025,12,3321,Tyreek Hill,WR,MIA,BN,0.00,dpol,31,12
benjlev,Borehamwood (2025),2025,12,4199,Aaron Jones,RB,MIN,BN,7.20,dpol,30,12
benjlev,Borehamwood (2025),2025,12,4866,Saquon Barkley,RB,PHI,RB,8.90,dpol,28,12
benjlev,Borehamwood (2025),2025,12,4881,Lamar Jackson,QB,BAL,QB,7.22,dpol,28,12
benjlev,Borehamwood (2025),2025,12,4892,Baker Mayfield,QB,TB,BN,5.54,dpol,30,12
benjlev,Borehamwood (2025),2025,12,5012,Mark Andrews,TE,BAL,BN,1.60,dpol,29,12
benjlev,Borehamwood (2025),2025,12,5892,David Montgomery,RB,DET,FLEX,5.20,dpol,27,12
benjlev,Borehamwood (2025),2025,12,8121,Romeo Doubs,WR,GB,WR,3.30,dpol,25,12
benjlev,Borehamwood (2025),2025,12,8155,Breece Hall,RB,NYJ,BN,11.90,dpol,24,12
benjlev,Borehamwood (2025),2025,12,9756,Jordan Addison,WR,MIN,WR,0.00,dpol,23,12
benjlev,Borehamwood (2025),2025,12,SF,San Francisco 49ers,DEF,SF,DEF,10.00,dpol,0,12
dpol,Borehamwood (2025),2025,12,11655,Tyrone Tracy,RB,NYG,BN,14.50,benjlev,25,12
dpol,Borehamwood (2025),2025,12,12481,Cam Skattebo,RB,NYG,BN,0.00,benjlev,23,12
dpol,Borehamwood (2025),2025,12,12507,Omarion Hampton,RB,LAC,BN,0.00,benjlev,22,12
dpol,Borehamwood (2025),2025,12,2505,Darren Waller,TE,,BN,0.00,benjlev,32,12
dpol,Borehamwood (2025),2025,12,4035,Alvin Kamara,RB,NO,FLEX,2.50,benjlev,29,12
dpol,Borehamwood (2025),2025,12,4046,Patrick Mahomes,QB,KC,QB,17.08,benjlev,29,12
dpol,Borehamwood (2025),2025,12,5859,A.J. Brown,WR,PHI,WR,21.00,benjlev,27,12
dpol,Borehamwood (2025),2025,12,5947,Jakobi Meyers,WR,LV,BN,13.00,benjlev,28,12
dpol,Borehamwood (2025),2025,12,6650,Chase McLaughlin,K,TB,K,1.00,benjlev,29,12
dpol,Borehamwood (2025),2025,12,6786,CeeDee Lamb,WR,DAL,WR,9.50,benjlev,26,12
