Owner,League,Year,Week,Player_ID,Player,Position,NFL,Fantasy,Points,Opponent,Age,Source_Week
saulgoat,Borehamwood (2025),2025,5,6801,Tee Higgins,WR,CIN,BN,9.70,sanfbe,26,5
saulgoat,Borehamwood (2025),2025,5,7526,Jaylen Waddle,WR,MIA,WR,20.00,sanfbe,26,5
saulgoat,Borehamwood (2025),2025,5,7543,Travis Etienne,RB,JAX,FLEX,7.30,sanfbe,26,5
saulgoat,Borehamwood (2025),2025,5,7569,Nico Collins,WR,HOU,WR,14.00,sanfbe,26,5
saulgoat,Borehamwood (2025),2025,5,8136,Rachaad White,RB,TB,RB,21.10,sanfbe,26,5
saulgoat,Borehamwood (2025),2025,5,8408,Jordan Mason,RB,MIN,RB,11.10,sanfbe,26,5
saulgoat,Borehamwood (2025),2025,5,HOU,Houston Texans,DEF,HOU,DEF,12.00,sanfbe,0,5
drjkay,Borehamwood (2025),2025,5,11586,Blake Corum,RB,LAR,BN,1.30,joshjr11,24,5
drjkay,Borehamwood (2025),2025,5,12185,Spencer Shrader,K,IND,K,2.00,joshjr11,26,5
drjkay,Borehamwood (2025),2025,5,12489,RJ Harvey,RB,DEN,BN,4.50,joshjr11,24,5
drjkay,Borehamwood (2025),2025,5,12507,Omarion Hampton,RB,LAC,RB,10.00,joshjr11,22,5
drjkay,Borehamwood (2025),2025,5,12512,Quinshon Judkins,RB,CLE,RB,13.30,joshjr11,21,5
drjkay,Borehamwood (2025),2025,5,1479,Keenan Allen,WR,,BN,8.30,joshjr11,33,5
drjkay,Borehamwood (2025),2025,5,4217,George Kittle,TE,SF,BN,0.00,joshjr11,31,5
drjkay,Borehamwood (2025),2025,5,5846,DK Metcalf,WR,PIT,BN,0.00,joshjr11,27,5
drjkay,Borehamwood (2025),2025,5,6794,Justin Jefferson,WR,MIN,WR,15.80,joshjr11,25,5
drjkay,Borehamwood (2025),2025,5,6797,Justin Herbert,QB,LAC,QB,16.64,joshjr11,27,5
drjkay,Borehamwood (2025),2025,5,6819,Michael Pittman,WR,IND,FLEX,12.40,joshjr11,27,5
drjkay,Borehamwood (2025),2025,5,7002,Juwan Johnson,TE,NO,TE,2.70,joshjr11,28,5
drjkay,Borehamwood (2025),2025,5,7607,Michael Carter,RB,ARI,BN,15.80,joshjr11,26,5
drjkay,Borehamwood (2025),2025,5,8132,Tyler Allgeier,RB,ATL,BN,0.00,joshjr11,25,5
drjkay,Borehamwood (2025),2025,5,8137,George Pickens,WR,DAL,WR,12.70,joshjr11,24,5
drjkay,Borehamwood (2025),2025,5,9224,Chase Brown,RB,CIN,BN,8.30,joshjr11,25,5
drjkay,Borehamwood (2025),2025,5,9493,Puka Nacua,WR,LAR,WR,19.50,joshjr11,24,5
drjkay,Borehamwood (2025),2025,5,SEA,Seattle Seahawks,DEF,SEA,DEF,-3.00,joshjr11,0,5
AlastairL,Borehamwood (2025),2025,5,11533,Brandon Aubrey,K,DAL,K,6.50,GSac,30,5
AlastairL,Borehamwood (2025),2025,5,11564,Drake Maye,QB,NE,BN,12.12,GSac,22,5
AlastairL,Borehamwood (2025),2025,5,11604,Brock Bowers,TE,LV,BN,0.00,GSac,22,5
AlastairL,Borehamwood (2025),2025,5,11624,Xavier Worthy,WR,KC,WR,8.10,GSac,22,5
AlastairL,Borehamwood (2025),2025,5,11638,Ricky Pearsall,WR,SF,BN,0.00,GSac,24,5
AlastairL,Borehamwood (2025),2025,5,2449,Stefon Diggs,WR,NE,BN,19.60,GSac,31,5
AlastairL,Borehamwood (2025),2025,5,3214,Hunter Henry,TE,NE,TE,5.60,GSac,30,5
AlastairL,Borehamwood (2025),2025,5,4034,Christian McCaffrey,RB,SF,RB,23.90,GSac,28,5
AlastairL,Borehamwood (2025),2025,5,6790,D'Andre Swift,RB,CHI,BN,0.00,GSac,26,5
AlastairL,Borehamwood (2025),2025,5,7547,Amon-Ra St. Brown,WR,DET,WR,14.00,GSac,25,5
AlastairL,Borehamwood (2025),2025,5,7591,Justin Fields,QB,NYJ,QB,29.92,GSac,26,5
AlastairL,Borehamwood (2025),2025,5,8148,Jameson Williams,WR,DET,WR,1.50,GSac,24,5
AlastairL,Borehamwood (2025),2025,5,8150,Kyren Williams,RB,LAR,RB,27.10,GSac,24,5
AlastairL,Borehamwood (2025),2025,5,8151,Kenneth Walker,RB,SEA,FLEX,9.10,GSac,24,5
AlastairL,Borehamwood (2025),2025,5,8154,Brian Robinson,RB,WAS,BN,1.20,GSac,26,5
AlastairL,Borehamwood (2025),2025,5,PHI,Philadelphia Eagles,DEF,PHI,DEF,2.00,GSac,0,5
GSac,Borehamwood (2025),2025,5,11620,Rome Odunze,WR,CHI,BN,0.00,AlastairL,22,5
GSac,Borehamwood (2025),2025,5,12506,Harold Fannin,TE,CLE,TE,9.30,AlastairL,20,5
GSac,Borehamwood (2025),2025,5,12711,Tyler Loop,K,BAL,K,4.00,AlastairL,,5
GSac,Borehamwood (2025),2025,5,4035,Alvin Kamara,RB,NO,RB,7.50,AlastairL,29,5
GSac,Borehamwood (2025),2025,5,4037,Chris Godwin,WR,TB,WR,4.10,AlastairL,29,5
GSac,Borehamwood (2025),2025,5,5927,Terry McLaurin,WR,WAS,BN,0.00,AlastairL,29,5
GSac,Borehamwood (2025),2025,5,6786,CeeDee Lamb,WR,DAL,BN,0.00,AlastairL,26,5
GSac,Borehamwood (2025),2025,5,6813,Jonathan Taylor,RB,IND,RB,30.10,AlastairL,26,5
GSac,Borehamwood (2025),2025,5,6904,Jalen Hurts,QB,PHI,QB,23.50,AlastairL,26,5
GSac,Borehamwood (2025),2025,5,7525,DeVonta Smith,WR,PHI,BN,15.40,AlastairL,26,5
GSac,Borehamwood (2025),2025,5,7588,Javonte Williams,RB,DAL,FLEX,26.40,AlastairL,25,5
GSac,Borehamwood (2025),2025,5,8126,Wan'Dale Robinson,WR,NYG,WR,5.70,AlastairL,24,5
GSac,Borehamwood (2025),2025,5,9484,Tucker Kraft,TE,GB,BN,0.00,AlastairL,24,5
GSac,Borehamwood (2025),2025,5,9754,Quentin Johnston,WR,LAC,WR,4.90,AlastairL,23,5
GSac,Borehamwood (2025),2025,5,9757,Kendre Miller,RB,NO,BN,5.40,AlastairL,22,5
GSac,Borehamwood (2025),2025,5,BUF,Buffalo Bills,DEF,BUF,DEF,6.00,AlastairL,0,5
sanfbe,Borehamwood (2025),2025,5,10444,Cedric Tillman,WR,CLE,BN,0.00,saulgoat,25,5
sanfbe,Borehamwood (2025),2025,5,10859,Sam LaPorta,TE,DET,TE,17.70,saulgoat,24,5
sanfbe,Borehamwood (2025),2025,5,2216,Mike Evans,WR,TB,BN,0.00,saulgoat,31,5
sanfbe,Borehamwood (2025),2025,5,4227,Harrison Butker,K,KC,K,4.00,saulgoat,29,5
sanfbe,Borehamwood (2025),2025,5,4984,Josh Allen,QB,BUF,QB,23.42,saulgoat,29,5
sanfbe,Borehamwood (2025),2025,5,5850,Josh Jacobs,RB,GB,BN,0.00,saulgoat,27,5
sanfbe,Borehamwood (2025),2025,5,5872,Deebo Samuel,WR,WAS,WR,19.60,saulgoat,29,5
sanfbe,Borehamwood (2025),2025,5,5947,Jakobi Meyers,WR,LV,WR,5.20,saulgoat,28,5
sanfbe,Borehamwood (2025),2025,5,6149,Darius Slayton,WR,NYG,FLEX,2.60,saulgoat,28,5
sanfbe,Borehamwood (2025),2025,5,6806,J.K. Dobbins,RB,DEN,RB,14.90,saulgoat,26,5
sanfbe,Borehamwood (2025),2025,5,7021,Rico Dowdle,RB,CAR,RB,30.90,saulgoat,26,5
sanfbe,Borehamwood (2025),2025,5,7594,Chuba Hubbard,RB,CAR,BN,0.00,saulgoat,25,5
sanfbe,Borehamwood (2025),2025,5,8146,Garrett Wilson,WR,NYJ,WR,16.10,saulgoat,24,5
sanfbe,Borehamwood (2025),2025,5,8228,Jaylen Warren,RB,PIT,BN,0.00,saulgoat,26,5
sanfbe,Borehamwood (2025),2025,5,9509,Bijan Robinson,RB,ATL,BN,0.00,saulgoat,23,5
sanfbe,Borehamwood (2025),2025,5,9753,Zach Charbonnet,RB,SEA,BN,11.30,saulgoat,24,5
sanfbe,Borehamwood (2025),2025,5,MIN,Minnesota Vikings,DEF,MIN,DEF,4.00,saulgoat,0,5
joshjr11,Borehamwood (2025),2025,6,10229,Rashee Rice,WR,KC,BN,0.00,saulgoat,25,6
joshjr11,Borehamwood (2025),2025,6,11631,Brian Thomas,WR,JAX,BN,19.00,saulgoat,22,6
joshjr11,Borehamwood (2025),2025,6,11786,Cam Little,K,JAX,K,-1.00,saulgoat,21,6
joshjr11,Borehamwood (2025),2025,6,12474,Woody Marks,RB,HOU,BN,0.00,saulgoat,24,6
joshjr11,Borehamwood (2025),2025,6,12514,Emeka Egbuka,WR,TB,WR,3.40,saulgoat,22,6
joshjr11,Borehamwood (2025),2025,6,12526,Tetairoa McMillan,WR,CAR,WR,16.40,saulgoat,22,6
joshjr11,Borehamwood (2025),2025,6,12533,Jacory Croskey-Merritt,RB,WAS,RB,5.30,saulgoat,24,6
joshjr11,Borehamwood (2025),2025,6,4137,James Conner,RB,ARI,BN,0.00,saulgoat,30,6
joshjr11,Borehamwood (2025),2025,6,5967,Tony Pollard,RB,TEN,BN,5.70,saulgoat,28,6
joshjr11,Borehamwood (2025),2025,6,6770,Joe Burrow,QB,CIN,BN,0.00,saulgoat,28,6
joshjr11,Borehamwood (2025),2025,6,6804,Jordan Love,QB,GB,QB,16.96,saulgoat,26,6
joshjr11,Borehamwood (2025),2025,6,7564,Ja'Marr Chase,WR,CIN,WR,20.10,saulgoat,25,6
joshjr11,Borehamwood (2025),2025,6,7611,Rhamondre Stevenson,RB,NE,BN,1.80,saulgoat,27,6
joshjr11,Borehamwood (2025),2025,6,8112,Drake London,WR,ATL,FLEX,26.80,saulgoat,23,6
joshjr11,Borehamwood (2025),2025,6,8130,Trey McBride,TE,ARI,TE,17.20,saulgoat,25,6
joshjr11,Borehamwood (2025),2025,6,8144,Chris Olave,WR,NO,BN,12.80,saulgoat,24,6
joshjr11,Borehamwood (2025),2025,6,9226,De'Von Achane,RB,MIA,RB,29.00,saulgoat,23,6
joshjr11,Borehamwood (2025),2025,6,GB,Green Bay Packers,DEF,GB,DEF,3.00,saulgoat,0,6
benjlev,Borehamwood (2025),2025,6,11628,Marvin Harrison,WR,ARI,WR,4.20,AlastairL,22,6
benjlev,Borehamwood (2025),2025,6,11635,Ladd McConkey,WR,LAC,WR,19.50,AlastairL,23,6
benjlev,Borehamwood (2025),2025,6,1466,Travis Kelce,TE,KC,TE,10.80,AlastairL,35,6
benjlev,Borehamwood (2025),2025,6,2747,Jason Myers,K,SEA,K,10.30,AlastairL,34,6
benjlev,Borehamwood (2025),2025,6,3198,Derrick Henry,RB,BAL,RB,13.50,AlastairL,31,6
benjlev,Borehamwood (2025),2025,6,3321,Tyreek Hill,WR,MIA,BN,0.00,AlastairL,31,6
benjlev,Borehamwood (2025),2025,6,4199,Aaron Jones,RB,MIN,BN,0.00,AlastairL,30,6
benjlev,Borehamwood (2025),2025,6,4381,Taysom Hill,TE,NO,BN,6.10,AlastairL,34,6
benjlev,Borehamwood (2025),2025,6,4454,Kendrick Bourne,WR,NE,BN,16.70,AlastairL,29,6
benjlev,Borehamwood (2025),2025,6,4866,Saquon Barkley,RB,PHI,RB,7.70,AlastairL,28,6
benjlev,Borehamwood (2025),2025,6,4881,Lamar Jackson,QB,BAL,BN,0.00,AlastairL,28,6
benjlev,Borehamwood (2025),2025,6,4892,Baker Mayfield,QB,TB,QB,23.64,AlastairL,30,6
benjlev,Borehamwood (2025),2025,6,5012,Mark Andrews,TE,BAL,BN,4.60,AlastairL,29,6
benjlev,Borehamwood (2025),2025,6,5892,David Montgomery,RB,DET,BN,7.10,AlastairL,27,6
benjlev,Borehamwood (2025),2025,6,8121,Romeo Doubs,WR,GB,WR,8.00,AlastairL,25,6
benjlev,Borehamwood (2025),2025,6,8155,Breece Hall,RB,NYJ,FLEX,5.90,AlastairL,24,6
benjlev,Borehamwood (2025),2025,6,9756,Jordan Addison,WR,MIN,BN,0.00,AlastairL,23,6
benjlev,Borehamwood (2025),2025,6,SF,San Francisco 49ers,DEF,SF,DEF,0.00,AlastairL,0,6
dpol,Borehamwood (2025),2025,6,10213,Tre Tucker,WR,LV,WR,9.50,GSac,24,6
dpol,Borehamwood (2025),2025,6,11539,Jake Bates,K,DET,K,5.00,GSac,26,6
dpol,Borehamwood (2025),2025,6,12481,Cam Skattebo,RB,NYG,BN,30.00,GSac,23,6
dpol,Borehamwood (2025),2025,6,12501,Matthew Golden,WR,GB,BN,11.70,GSac,21,6
dpol,Borehamwood (2025),2025,6,4035,Alvin Kamara,RB,NO,BN,10.10,GSac,29,6
dpol,Borehamwood (2025),2025,6,4046,Patrick Mahomes,QB,KC,QB,37.48,GSac,29,6
dpol,Borehamwood (2025),2025,6,5859,A.J. Brown,WR,PHI,WR,11.00,GSac,27,6
dpol,Borehamwood (2025),2025,6,6786,CeeDee Lamb,WR,DAL,BN,0.00,GSac,26,6
dpol,Borehamwood (2025),2025,6,7049,Jauan Jennings,WR,SF,FLEX,1.20,GSac,27,6
dpol,Borehamwood (2025),2025,6,8138,James Cook,RB,BUF,RB,8.70,GSac,25,6
dpol,Borehamwood (2025),2025,6,9221,Jahmyr Gibbs,RB,DET,RB,7.00,GSac,23,6
dpol,Borehamwood (2025),2025,6,9484,Tucker Kraft,TE,GB,TE,11.30,GSac,24,6
dpol,Borehamwood (2025),2025,6,9488,Jaxon Smith-Njigba,WR,SEA,WR,26.20,GSac,23,6
dpol,Borehamwood (2025),2025,6,9754,Quentin Johnston,WR,LAC,BN,0.00,GSac,23,6
dpol,Borehamwood (2025),2025,6,9997,Zay Flowers,WR,BAL,BN,5.60,GSac,24,6
dpol,Borehamwood (2025),2025,6,PIT,Pittsburgh Steelers,DEF,PIT,DEF,11.00,GSac,0,6
saulgoat,Borehamwood (2025),2025,6,11199,Emari Demercado,RB,ARI,BN,0.10,joshjr11,26,6
saulgoat,Borehamwood (2025),2025,6,11566,Jayden Daniels,QB,WAS,QB,27.64,joshjr11,24,6
saulgoat,Borehamwood (2025),2025,6,11584,Bucky Irving,RB,TB,BN,0.00,joshjr11,22,6
saulgoat,Borehamwood (2025),2025,6,11589,Trey Benson,RB,ARI,BN,0.00,joshjr11,22,6
saulgoat,Borehamwood (2025),2025,6,11632,Malik Nabers,WR,NYG,BN,0.00,joshjr11,21,6
saulgoat,Borehamwood (2025),2025,6,12518,Tyler Warren,TE,IND,TE,15.30,joshjr11,23,6
saulgoat,Borehamwood (2025),2025,6,12529,TreVeyon Henderson,RB,NE,RB,4.10,joshjr11,22,6
saulgoat,Borehamwood (2025),2025,6,17,Matt Prater,K,,K,2.00,joshjr11,40,6
saulgoat,Borehamwood (2025),2025,6,4981,Calvin Ridley,WR,TEN,WR,2.30,joshjr11,30,6
saulgoat,Borehamwood (2025),2025,6,5045,Courtland Sutton,WR,DEN,WR,2.20,joshjr11,29,6
saulgoat,Borehamwood (2025),2025,6,6801,Tee Higgins,WR,CIN,BN,8.70,joshjr11,26,6
saulgoat,Borehamwood (2025),2025,6,7526,Jaylen Waddle,WR,MIA,WR,12.82,joshjr11,26,6
saulgoat,Borehamwood (2025),2025,6,7543,Travis Etienne,RB,JAX,FLEX,7.50,joshjr11,26,6
saulgoat,Borehamwood (2025),2025,6,7567,Kenneth Gainwell,RB,PIT,BN,6.60,joshjr11,26,6
saulgoat,Borehamwood (2025),2025,6,7569,Nico Collins,WR,HOU,BN,0.00,joshjr11,26,6
saulgoat,Borehamwood (2025),2025,6,8136,Rachaad White,RB,TB,RB,16.10,joshjr11,26,6
saulgoat,Borehamwood (2025),2025,6,8408,Jordan Mason,RB,MIN,BN,0.00,joshjr11,26,6
saulgoat,Borehamwood (2025),2025,6,LV,Las Vegas Raiders,DEF,LV,DEF,17.00,joshjr11,0,6
drjkay,Borehamwood (2025),2025,6,11586,Blake Corum,RB,LAR,BN,2.30,sanfbe,24,6
drjkay,Borehamwood (2025),2025,6,12489,RJ Harvey,RB,DEN,BN,4.50,sanfbe,24,6
drjkay,Borehamwood (2025),2025,6,12507,Omarion Hampton,RB,LAC,BN,0.00,sanfbe,22,6
drjkay,Borehamwood (2025),2025,6,12512,Quinshon Judkins,RB,CLE,RB,3.60,sanfbe,21,6
drjkay,Borehamwood (2025),2025,6,1479,Keenan Allen,WR,,BN,4.70,sanfbe,33,6
drjkay,Borehamwood (2025),2025,6,3294,Dak Prescott,QB,DAL,QB,28.34,sanfbe,31,6
drjkay,Borehamwood (2025),2025,6,4217,George Kittle,TE,SF,BN,0.00,sanfbe,31,6
drjkay,Borehamwood (2025),2025,6,5230,Michael Badgley,K,,K,8.50,sanfbe,29,6
drjkay,Borehamwood (2025),2025,6,6794,Justin Jefferson,WR,MIN,BN,0.00,sanfbe,25,6
drjkay,Borehamwood (2025),2025,6,6806,J.K. Dobbins,RB,DEN,FLEX,4.00,sanfbe,26,6
drjkay,Borehamwood (2025),2025,6,6819,Michael Pittman,WR,IND,WR,3.00,sanfbe,27,6
drjkay,Borehamwood (2025),2025,6,7607,Michael Carter,RB,ARI,RB,7.40,sanfbe,26,6
drjkay,Borehamwood (2025),2025,6,8132,Tyler Allgeier,RB,ATL,BN,10.30,sanfbe,25,6
drjkay,Borehamwood (2025),2025,6,8137,George Pickens,WR,DAL,WR,27.30,sanfbe,24,6
drjkay,Borehamwood (2025),2025,6,8698,Jake Tonges,TE,SF,TE,8.80,sanfbe,25,6
drjkay,Borehamwood (2025),2025,6,9224,Chase Brown,RB,CIN,BN,7.90,sanfbe,25,6
drjkay,Borehamwood (2025),2025,6,9493,Puka Nacua,WR,LAR,WR,3.80,sanfbe,24,6
drjkay,Borehamwood (2025),2025,6,DEN,Denver Broncos,DEF,DEN,DEF,14.00,sanfbe,0,6
AlastairL,Borehamwood (2025),2025,6,11533,Brandon Aubrey,K,DAL,K,9.00,benjlev,30,6
AlastairL,Borehamwood (2025),2025,6,11564,Drake Maye,QB,NE,QB,33.24,benjlev,22,6
AlastairL,Borehamwood (2025),2025,6,11604,Brock Bowers,TE,LV,BN,0.00,benjlev,22,6
AlastairL,Borehamwood (2025),2025,6,11624,Xavier Worthy,WR,KC,WR,9.60,benjlev,22,6
AlastairL,Borehamwood (2025),2025,6,11638,Ricky Pearsall,WR,SF,BN,0.00,benjlev,24,6
AlastairL,Borehamwood (2025),2025,6,2449,Stefon Diggs,WR,NE,WR,4.30,benjlev,31,6
AlastairL,Borehamwood (2025),2025,6,2505,Darren Waller,TE,,TE,8.20,benjlev,32,6
AlastairL,Borehamwood (2025),2025,6,4034,Christian McCaffrey,RB,SF,RB,20.60,benjlev,28,6
AlastairL,Borehamwood (2025),2025,6,6790,D'Andre Swift,RB,CHI,BN,24.50,benjlev,26,6
AlastairL,Borehamwood (2025),2025,6,7547,Amon-Ra St. Brown,WR,DET,WR,9.20,benjlev,25,6
AlastairL,Borehamwood (2025),2025,6,7591,Justin Fields,QB,NYJ,BN,4.90,benjlev,26,6
AlastairL,Borehamwood (2025),2025,6,8148,Jameson Williams,WR,DET,BN,15.60,benjlev,24,6
AlastairL,Borehamwood (2025),2025,6,8150,Kyren Williams,RB,LAR,RB,15.70,benjlev,24,6
AlastairL,Borehamwood (2025),2025,6,8151,Kenneth Walker,RB,SEA,FLEX,4.20,benjlev,24,6
AlastairL,Borehamwood (2025),2025,6,8154,Brian Robinson,RB,WAS,BN,2.30,benjlev,26,6
AlastairL,Borehamwood (2025),2025,6,PHI,Philadelphia Eagles,DEF,PHI,DEF,1.00,benjlev,0,6
GSac,Borehamwood (2025),2025,6,11620,Rome Odunze,WR,CHI,WR,4.20,dpol,22,6
GSac,Borehamwood (2025),2025,6,12506,Harold Fannin,TE,CLE,BN,11.60,dpol,20,6
GSac,Borehamwood (2025),2025,6,12527,Ashton Jeanty,RB,LV,FLEX,15.60,dpol,21,6
GSac,Borehamwood (2025),2025,6,2133,Davante Adams,WR,LAR,WR,5.90,dpol,32,6
GSac,Borehamwood (2025),2025,6,4037,Chris Godwin,WR,TB,BN,0.00,dpol,29,6
GSac,Borehamwood (2025),2025,6,5189,Eddy Pineiro,K,,K,18.80,dpol,29,6
GSac,Borehamwood (2025),2025,6,5927,Terry McLaurin,WR,WAS,BN,0.00,dpol,29,6
GSac,Borehamwood (2025),2025,6,6813,Jonathan Taylor,RB,IND,RB,21.70,dpol,26,6
GSac,Borehamwood (2025),2025,6,6904,Jalen Hurts,QB,PHI,QB,22.62,dpol,26,6
GSac,Borehamwood (2025),2025,6,7525,DeVonta Smith,WR,PHI,WR,6.90,dpol,26,6
GSac,Borehamwood (2025),2025,6,7588,Javonte Williams,RB,DAL,RB,5.90,dpol,25,6
GSac,Borehamwood (2025),2025,6,8110,Jake Ferguson,TE,DAL,TE,10.80,dpol,26,6
GSac,Borehamwood (2025),2025,6,8122,Zonovan Knight,RB,NYJ,BN,11.90,dpol,24,6
GSac,Borehamwood (2025),2025,6,8126,Wan'Dale Robinson,WR,NYG,BN,17.40,dpol,24,6
GSac,Borehamwood (2025),2025,6,9757,Kendre Miller,RB,NO,BN,3.70,dpol,22,6
GSac,Borehamwood (2025),2025,6,NE,New England Patriots,DEF,NE,DEF,6.00,dpol,0,6
sanfbe,Borehamwood (2025),2025,6,10444,Cedric Tillman,WR,CLE,BN,0.00,drjkay,25,6
sanfbe,Borehamwood (2025),2025,6,10859,Sam LaPorta,TE,DET,TE,14.00,drjkay,24,6
sanfbe,Borehamwood (2025),2025,6,2216,Mike Evans,WR,TB,BN,0.00,drjkay,31,6
sanfbe,Borehamwood (2025),2025,6,4984,Josh Allen,QB,BUF,QB,19.40,drjkay,29,6
sanfbe,Borehamwood (2025),2025,6,5846,DK Metcalf,WR,PIT,WR,17.50,drjkay,27,6
sanfbe,Borehamwood (2025),2025,6,5850,Josh Jacobs,RB,GB,RB,29.50,drjkay,27,6
sanfbe,Borehamwood (2025),2025,6,5872,Deebo Samuel,WR,WAS,WR,3.40,drjkay,29,6
sanfbe,Borehamwood (2025),2025,6,5947,Jakobi Meyers,WR,LV,BN,5.90,drjkay,28,6
sanfbe,Borehamwood (2025),2025,6,6083,Matt Gay,K,WAS,K,8.30,drjkay,31,6
sanfbe,Borehamwood (2025),2025,6,6149,Darius Slayton,WR,NYG,BN,0.00,drjkay,28,6
sanfbe,Borehamwood (2025),2025,6,7021,Rico Dowdle,RB,CAR,FLEX,31.90,drjkay,26,6
sanfbe,Borehamwood (2025),2025,6,7594,Chuba Hubbard,RB,CAR,BN,0.00,drjkay,25,6
sanfbe,Borehamwood (2025),2025,6,8146,Garrett Wilson,WR,NYJ,WR,2.80,drjkay,24,6
sanfbe,Borehamwood (2025),2025,6,8228,Jaylen Warren,RB,PIT,BN,7.30,drjkay,26,6
sanfbe,Borehamwood (2025),2025,6,9509,Bijan Robinson,RB,ATL,RB,32.80,drjkay,23,6
sanfbe,Borehamwood (2025),2025,6,9753,Zach Charbonnet,RB,SEA,BN,4.20,drjkay,24,6
sanfbe,Borehamwood (2025),2025,6,IND,Indianapolis Colts,DEF,IND,DEF,4.00,drjkay,0,6
joshjr11,Borehamwood (2025),2025,7,10229,Rashee Rice,WR,KC,WR,19.70,AlastairL,25,7
joshjr11,Borehamwood (2025),2025,7,11560,Caleb Williams,QB,CHI,QB,4.68,AlastairL,23,7
joshjr11,Borehamwood (2025),2025,7,11631,Brian Thomas,WR,JAX,WR,4.60,AlastairL,22,7
joshjr11,Borehamwood (2025),2025,7,12474,Woody Marks,RB,HOU,BN,11.00,AlastairL,24,7
joshjr11,Borehamwood (2025),2025,7,12514,Emeka Egbuka,WR,TB,BN,7.80,AlastairL,22,7
joshjr11,Borehamwood (2025),2025,7,12526,Tetairoa McMillan,WR,CAR,BN,4.80,AlastairL,22,7
joshjr11,Borehamwood (2025),2025,7,12533,Jacory Croskey-Merritt,RB,WAS,RB,3.70,AlastairL,24,7
joshjr11,Borehamwood (2025),2025,7,4137,James Conner,RB,ARI,BN,0.00,AlastairL,30,7
joshjr11,Borehamwood (2025),2025,7,5967,Tony Pollard,RB,TEN,BN,9.10,AlastairL,28,7
joshjr11,Borehamwood (2025),2025,7,6770,Joe Burrow,QB,CIN,BN,0.00,AlastairL,28,7
joshjr11,Borehamwood (2025),2025,7,7564,Ja'Marr Chase,WR,CIN,WR,30.10,AlastairL,25,7
joshjr11,Borehamwood (2025),2025,7,7611,Rhamondre Stevenson,RB,NE,BN,15.80,AlastairL,27,7
joshjr11,Borehamwood (2025),2025,7,8112,Drake London,WR,ATL,FLEX,6.20,AlastairL,23,7
joshjr11,Borehamwood (2025),2025,7,8130,Trey McBride,TE,ARI,TE,24.40,AlastairL,25,7
joshjr11,Borehamwood (2025),2025,7,8144,Chris Olave,WR,NO,BN,24.30,AlastairL,24,7
joshjr11,Borehamwood (2025),2025,7,8259,Cameron Dicker,K,LAC,K,7.30,AlastairL,25,7
joshjr11,Borehamwood (2025),2025,7,9226,De'Von Achane,RB,MIA,RB,11.30,AlastairL,23,7
joshjr11,Borehamwood (2025),2025,7,GB,Green Bay Packers,DEF,GB,DEF,8.00,AlastairL,0,7
benjlev,Borehamwood (2025),2025,7,11628,Marvin Harrison,WR,ARI,BN,6.80,saulgoat,22,7
benjlev,Borehamwood (2025),2025,7,11635,Ladd McConkey,WR,LAC,WR,11.20,saulgoat,23,7
benjlev,Borehamwood (2025),2025,7,1466,Travis Kelce,TE,KC,TE,6.90,saulgoat,35,7
benjlev,Borehamwood (2025),2025,7,2747,Jason Myers,K,SEA,K,10.70,saulgoat,34,7
benjlev,Borehamwood (2025),2025,7,3198,Derrick Henry,RB,BAL,BN,0.00,saulgoat,31,7
benjlev,Borehamwood (2025),2025,7,3321,Tyreek Hill,WR,MIA,BN,0.00,saulgoat,31,7
benjlev,Borehamwood (2025),2025,7,4199,Aaron Jones,RB,MIN,BN,0.00,saulgoat,30,7
benjlev,Borehamwood (2025),2025,7,4381,Taysom Hill,TE,NO,BN,1.80,saulgoat,34,7
benjlev,Borehamwood (2025),2025,7,4454,Kendrick Bourne,WR,NE,WR,2.40,saulgoat,29,7
benjlev,Borehamwood (2025),2025,7,4866,Saquon Barkley,RB,PHI,RB,4.70,saulgoat,28,7
benjlev,Borehamwood (2025),2025,7,4881,Lamar Jackson,QB,BAL,BN,0.00,saulgoat,28,7
benjlev,Borehamwood (2025),2025,7,4892,Baker Mayfield,QB,TB,QB,13.12,saulgoat,30,7
benjlev,Borehamwood (2025),2025,7,5012,Mark Andrews,TE,BAL,BN,0.00,saulgoat,29,7
benjlev,Borehamwood (2025),2025,7,5892,David Montgomery,RB,DET,RB,4.90,saulgoat,27,7
benjlev,Borehamwood (2025),2025,7,8121,Romeo Doubs,WR,GB,WR,10.20,saulgoat,25,7
benjlev,Borehamwood (2025),2025,7,8155,Breece Hall,RB,NYJ,FLEX,6.20,saulgoat,24,7
benjlev,Borehamwood (2025),2025,7,9756,Jordan Addison,WR,MIN,BN,17.30,saulgoat,23,7
benjlev,Borehamwood (2025),2025,7,SF,San Francisco 49ers,DEF,SF,DEF,9.00,saulgoat,0,7
dpol,Borehamwood (2025),2025,7,11539,Jake Bates,K,DET,K,8.80,sanfbe,26,7
dpol,Borehamwood (2025),2025,7,12481,Cam Skattebo,RB,NYG,RB,16.90,sanfbe,23,7
dpol,Borehamwood (2025),2025,7,12501,Matthew Golden,WR,GB,BN,5.70,sanfbe,21,7
dpol,Borehamwood (2025),2025,7,4035,Alvin Kamara,RB,NO,BN,4.40,sanfbe,29,7
dpol,Borehamwood (2025),2025,7,4046,Patrick Mahomes,QB,KC,QB,32.24,sanfbe,29,7
